filename,title,bpm,valence,arousal,mood_happy,mood_sad,mood_aggressive,mood_relaxed,mood_party,danceability,emotion
Jonas Blue - Perfect Strangers ft. JP Cooper.mp3,Jonas Blue - Perfect Strangers ft. JP Cooper,81.38533782958984,5.864,5.9124,0.4781,0.1273,0.1784,0.2812,0.6045,0.949,triumphant
Jordan Davis - Bar None (Official Music Video).mp3,Jordan Davis - Bar None (Official Music Video),120.18531799316406,5.6348,5.2727,0.6099,0.4951,0.0738,0.3837,0.2835,0.8139,romantic_passionate
"Jordin Sparks, Chris Brown - No Air (Official Video) ft. Chris Brown.mp3","Jordin Sparks, Chris Brown - No Air (Official Video) ft. Chris Brown",109.95677947998048,5.0307,5.0895,0.3145,0.8163,0.0224,0.6615,0.367,0.8561,sad
Juice WRLD - All Girls Are The Same (Official Music Video).mp3,Juice WRLD - All Girls Are The Same (Official Music Video),111.7398681640625,4.5706,4.662,0.0523,0.3166,0.01,0.9623,0.1831,0.8381,focused
Juice WRLD - Lucid Dreams (Official Music Video).mp3,Juice WRLD - Lucid Dreams (Official Music Video),115.48533630371094,4.715,5.1864,0.3854,0.3945,0.0357,0.4191,0.4546,0.8397,triumphant
Julien Baker - ＂Appointments＂ (Official Video).mp3,Julien Baker - ＂Appointments＂ (Official Video),101.3327178955078,4.2191,4.0628,0.205,0.7618,0.0013,0.8961,0.0058,0.5447,sad
Julien Baker - ＂Turn Out The Lights＂.mp3,Julien Baker - ＂Turn Out The Lights＂,113.58173370361328,4.3948,4.0559,0.2357,0.7993,0.0744,0.7222,0.0168,0.4224,sad
Julien Baker ＂Sprained Ankle＂ Official Music Video.mp3,Julien Baker ＂Sprained Ankle＂ Official Music Video,128.39674377441406,4.2299,4.1603,0.2049,0.8079,0.0112,0.9359,0.0007,0.5745,sad
Just for You.mp3,Just for You,93.96306610107422,4.5432,4.3239,0.0215,0.927,0.0081,0.9933,0.0027,0.027,sad
Justice - D.A.N.C.E. (Official Video).mp3,Justice - D.A.N.C.E. (Official Video),77.71381378173828,6.6676,6.0074,0.7614,0.0122,0.7235,0.0583,0.9258,0.9943,party
Justin Bieber - DAISIES (Audio).mp3,Justin Bieber - DAISIES (Audio),75.99954223632812,5.1631,5.257,0.4697,0.6858,0.0015,0.6548,0.1432,0.8924,sad
Justin Bieber - Ghost.mp3,Justin Bieber - Ghost,105.46875,4.9795,4.9656,0.4759,0.4571,0.0447,0.5196,0.2777,0.6278,focused
Justin Bieber - Sorry (PURPOSE ： The Movement).mp3,Justin Bieber - Sorry (PURPOSE ： The Movement),137.8125,5.8859,5.059,0.2994,0.2237,0.1805,0.194,0.6028,0.9829,triumphant
Justin Bieber - YUKON.mp3,Justin Bieber - YUKON,132.51202392578125,4.5343,4.7484,0.361,0.8787,0.0801,0.9687,0.0261,0.7387,sad
Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video).mp3,Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ＂TROLLS＂) (Official Video),77.71381378173828,5.9557,5.9719,0.5045,0.1733,0.1189,0.119,0.8643,0.9835,triumphant
Justin Timberlake - Cry Me A River (Official Video).mp3,Justin Timberlake - Cry Me A River (Official Video),101.83189392089844,5.6237,5.4652,0.4728,0.6277,0.023,0.4118,0.6595,0.8817,triumphant
Justin Timberlake - Selfish (Official Video).mp3,Justin Timberlake - Selfish (Official Video),121.5992660522461,5.2358,5.0976,0.0534,0.5129,0.0176,0.8099,0.1824,0.948,sad
KAMRAD - So Good (Official Video).mp3,KAMRAD - So Good (Official Video),88.34134674072266,6.3411,6.4524,0.8341,0.1446,0.3484,0.0972,0.6123,0.9175,hopeful
KATE LINN - Ola La.mp3,KATE LINN - Ola La,126.82131958007812,5.5313,5.3667,0.4171,0.0583,0.0454,0.2568,0.6671,0.9851,triumphant
KDDK feat. Arilena Ara - Last train to Paris (Official Video).mp3,KDDK feat. Arilena Ara - Last train to Paris (Official Video),130.83465576171875,5.5748,5.2997,0.6783,0.1586,0.2079,0.239,0.7128,0.8938,triumphant
KEVIN MORBY - All Of My Life (Official Music Video).mp3,KEVIN MORBY - All Of My Life (Official Music Video),133.36692810058594,4.5215,4.8171,0.407,0.6701,0.0733,0.7138,0.0757,0.1899,sad
KEVIN MORBY - Harlem River (Official Music Video).mp3,KEVIN MORBY - Harlem River (Official Music Video),80.74951171875,4.6875,4.3208,0.5798,0.3736,0.0438,0.8046,0.079,0.3284,focused
KEVIN MORBY - If You Leave and If You Marry (Official Music Video).mp3,KEVIN MORBY - If You Leave and If You Marry (Official Music Video),78.90028381347656,3.9294,3.9881,0.0702,0.8445,0.0002,0.976,0.0001,0.0332,melancholic
KEVIN MORBY - Parade (Official Music Video).mp3,KEVIN MORBY - Parade (Official Music Video),103.359375,4.5973,4.8065,0.6081,0.6712,0.0981,0.5808,0.0061,0.4009,sad
KING DUDE - ＂HOLY LAND＂.mp3,KING DUDE - ＂HOLY LAND＂,96.59754943847656,5.7689,3.4839,0.0691,0.007,0.8473,0.1618,0.1555,0.8413,anxious
KING DUDE - ＂I KNOW YOU'RE MINE＂.mp3,KING DUDE - ＂I KNOW YOU'RE MINE＂,144.55856323242188,6.8072,4.4191,0.6811,0.1455,0.8316,0.1433,0.777,0.9004,anxious
KING DUDE - ＂JESUS IN THE COURTYARD＂.mp3,KING DUDE - ＂JESUS IN THE COURTYARD＂,105.46875,4.5055,4.1218,0.3478,0.2505,0.145,0.6219,0.0294,0.5255,focused
Kacey Musgraves - Follow Your Arrow (Official Music Video).mp3,Kacey Musgraves - Follow Your Arrow (Official Music Video),135.11029052734375,5.1001,4.799,0.2533,0.8621,0.0334,0.8342,0.0086,0.0795,sad
Kacey Musgraves - Merry Go 'Round (Official Music Video).mp3,Kacey Musgraves - Merry Go 'Round (Official Music Video),120.18531799316406,5.0932,5.3853,0.5653,0.8532,0.0001,0.9257,0.0074,0.8512,sad
Kacey Musgraves - Slow Burn (Live From Tokyo).mp3,Kacey Musgraves - Slow Burn (Live From Tokyo),99.38401794433594,4.2479,4.0775,0.017,0.9706,0.0182,0.9099,0.0121,0.0442,sad
Kamelia - Amor.mp3,Kamelia - Amor,129.19921875,6.2877,5.9965,0.6223,0.1301,0.055,0.1941,0.7821,0.9761,triumphant
Karen O - Rapt (Official Video).mp3,Karen O - Rapt (Official Video),103.359375,5.1057,4.3775,0.233,0.7143,0.1952,0.3425,0.2111,0.1947,sad
Katrina & The Waves - Walking On Sunshine (Official Music Video).mp3,Katrina & The Waves - Walking On Sunshine (Official Music Video),151.99908447265625,5.9017,6.0695,0.8005,0.1316,0.223,0.152,0.9311,0.6639,party
Katy Perry - Bon Appétit (Official) ft. Migos.mp3,Katy Perry - Bon Appétit (Official) ft. Migos,145.5765838623047,5.6895,5.7215,0.2601,0.0643,0.1064,0.5156,0.7066,0.9274,triumphant
Katy Perry - Dark Horse ft. Juicy J.mp3,Katy Perry - Dark Horse ft. Juicy J,90.6661148071289,5.0192,4.9528,0.3171,0.2913,0.2391,0.4992,0.5398,0.8797,triumphant
Katy Perry - Part Of Me (Official).mp3,Katy Perry - Part Of Me (Official),89.87771606445312,6.0621,5.964,0.5687,0.0989,0.4233,0.1899,0.7663,0.9275,triumphant
Katy Perry - Roar.mp3,Katy Perry - Roar,123.78368377685548,5.1385,5.4103,0.6618,0.2206,0.104,0.404,0.5759,0.8936,romantic_passionate
Katy Perry - The One That Got Away (Official Music Video).mp3,Katy Perry - The One That Got Away (Official Music Video),92.28515625,6.4356,5.3455,0.7632,0.1865,0.3052,0.2208,0.6442,0.7957,hopeful
Katy Perry - bandaids (Official Video).mp3,Katy Perry - bandaids (Official Video),129.19921875,6.1383,5.3428,0.6689,0.0782,0.3375,0.2291,0.7555,0.9175,triumphant
Kaviar ｜ Lofi Focus Instrumental (known from the Jazz Vibe Spotify Playlist).mp3,Kaviar ｜ Lofi Focus Instrumental (known from the Jazz Vibe Spotify Playlist),130.83465576171875,4.5364,4.6022,0.0713,0.9693,0.0023,0.9995,0.002,0.8899,sad
Ke$ha - TiK ToK (Official HD Video).mp3,Ke$ha - TiK ToK (Official HD Video),82.6875,6.6973,5.9032,0.7242,0.0849,0.5607,0.1354,0.8802,0.9687,triumphant
Kehlani - Folded [Official Visualizer].mp3,Kehlani - Folded [Official Visualizer],93.53789520263672,4.5782,5.0475,0.1301,0.8701,0.0005,0.8789,0.1827,0.9363,sad
Kelly Clarkson - Because Of You (Official HD Video).mp3,Kelly Clarkson - Because Of You (Official HD Video),96.59754943847656,5.2382,5.3516,0.4853,0.8709,0.0548,0.4187,0.3709,0.6647,sad
Kemuel - Ovah (Official Video).mp3,Kemuel - Ovah (Official Video),130.83465576171875,4.8851,5.098,0.1551,0.2185,0.0557,0.5003,0.1332,0.9445,focused
Kendrick Lamar & SZA - luther.mp3,Kendrick Lamar & SZA - luther,92.28515625,4.7678,4.7611,0.2205,0.5402,0.0461,0.6926,0.1726,0.6482,sad
Kendrick Lamar - Not Like Us.mp3,Kendrick Lamar - Not Like Us,139.67483520507812,4.7288,4.9651,0.4864,0.106,0.5586,0.1355,0.8075,0.9224,triumphant
Kevin Morby - Black Flowers (Live).mp3,Kevin Morby - Black Flowers (Live),77.71381378173828,3.874,3.883,0.057,0.9742,0.0067,0.9581,0.0001,0.0049,melancholic
Kevin Morby - I Have Been To The Mountain (Official Video).mp3,Kevin Morby - I Have Been To The Mountain (Official Video),129.19921875,5.6476,4.9565,0.6188,0.2502,0.0627,0.423,0.1099,0.7748,romantic_passionate
Kevin Morby performs ＂Destroyer＂ ｜ Pitchfork Music Festival 2016.mp3,Kevin Morby performs ＂Destroyer＂ ｜ Pitchfork Music Festival 2016,112.3471450805664,4.8406,4.6221,0.4909,0.4489,0.0612,0.6277,0.1455,0.6374,focused
Khalil Fong (方大同) - 愛愛愛 Official Music Video.mp3,Khalil Fong (方大同) - 愛愛愛 Official Music Video,91.46847534179688,4.8804,4.7164,0.0674,0.9839,0.0359,0.9554,0.0519,0.5338,sad
Kid Sistr - American Teenage Prophecy (Official Music Video).mp3,Kid Sistr - American Teenage Prophecy (Official Music Video),86.1328125,4.8494,4.8577,0.4422,0.8412,0.0065,0.6253,0.0045,0.5536,sad
Kim's Caravan - Courtney Barnett.mp3,Kim's Caravan - Courtney Barnett,123.046875,4.9182,4.2679,0.2847,0.7064,0.264,0.54,0.0538,0.3916,sad
King Creosote & Jon Hopkins - Bubble (Official Video - HD).mp3,King Creosote & Jon Hopkins - Bubble (Official Video - HD),94.82511138916016,4.3605,4.1692,0.1496,0.6973,0.0201,0.9692,0.0012,0.6092,sad
King Creosote & Jon Hopkins - Third Swan (Official Video).mp3,King Creosote & Jon Hopkins - Third Swan (Official Video),98.4375,5.3068,5.2027,0.8852,0.3593,0.0735,0.223,0.0124,0.8674,romantic_passionate
King Dude - Good And Bad (feat. Josephine Olivia).mp3,King Dude - Good And Bad (feat. Josephine Olivia),70.7940902709961,4.9365,3.8408,0.297,0.4755,0.2109,0.5092,0.0212,0.5932,focused
King Dude - Time To Go To War.mp3,King Dude - Time To Go To War,96.59754943847656,3.9032,3.5005,0.043,0.2843,0.1035,0.9544,0.005,0.417,melancholic
King Dude ＂Death Won't Take Me＂.mp3,King Dude ＂Death Won't Take Me＂,91.46847534179688,5.319,4.1851,0.5325,0.4501,0.0715,0.6433,0.1154,0.5553,focused
Kingdom in Blue.mp3,Kingdom in Blue,107.666015625,4.0657,4.2854,0.0132,0.5599,0.0021,0.9967,0.0057,0.7813,sad
Kong.mp3,Kong,129.19921875,5.6433,5.5671,0.5489,0.0319,0.0075,0.4499,0.3645,0.9589,romantic_passionate
Kool & The Gang - Celebration.mp3,Kool & The Gang - Celebration,82.6875,6.4972,6.2909,0.6108,0.1337,0.0194,0.0182,0.9232,0.9999,party
Kurt Vile - 'Wakin On A Pretty Day' track set to moving images.mp3,Kurt Vile - 'Wakin On A Pretty Day' track set to moving images,142.5646514892578,4.7982,4.7563,0.2016,0.7625,0.1679,0.7438,0.0263,0.0857,sad
Kurt Vile - Baby's Arms - Smoke Ring For My Halo - 2011.mp3,Kurt Vile - Baby's Arms - Smoke Ring For My Halo - 2011,75.99954223632812,4.1636,3.9607,0.1174,0.9654,0.0391,0.9336,0.0013,0.0426,melancholic
Kurt Vile - Bassackwards.mp3,Kurt Vile - Bassackwards,130.83465576171875,4.9879,4.9986,0.5185,0.5113,0.0025,0.7157,0.0242,0.8963,sad
Kurt Vile - Loading Zones.mp3,Kurt Vile - Loading Zones,77.13386535644531,5.7959,5.1579,0.7516,0.1456,0.2437,0.2534,0.0912,0.8177,romantic_passionate
Kurt Vile - One Trick Ponies.mp3,Kurt Vile - One Trick Ponies,130.0117950439453,5.878,5.3953,0.95,0.1295,0.0375,0.1033,0.0577,0.8296,romantic_passionate
Kurt Vile - ＂Jesus Fever＂ official video.mp3,Kurt Vile - ＂Jesus Fever＂ official video,88.34134674072266,5.5401,5.998,0.9492,0.1484,0.0177,0.125,0.0211,0.8918,romantic_passionate
Kurt Vile - ＂Life Like This＂ Official Video.mp3,Kurt Vile - ＂Life Like This＂ Official Video,126.82131958007812,5.4663,4.4506,0.5676,0.5434,0.0077,0.4774,0.0165,0.7132,romantic_passionate
Kurt Vile - ＂Pretty Pimpin＂ Official Video.mp3,Kurt Vile - ＂Pretty Pimpin＂ Official Video,125.28408813476562,5.2807,5.3113,0.5798,0.5384,0.1062,0.3461,0.0419,0.638,romantic_passionate
Kygo - Firestone ft. Conrad Sewell (Official Video).mp3,Kygo - Firestone ft. Conrad Sewell (Official Video),78.30255889892578,4.9011,5.0159,0.2736,0.4302,0.0459,0.6425,0.3917,0.7454,focused
Kygo - Stole The Show feat. Parson James [Official Music Video - YTMAs].mp3,Kygo - Stole The Show feat. Parson James [Official Music Video - YTMAs],69.36870574951172,4.8349,4.6761,0.1939,0.3304,0.2637,0.695,0.3088,0.8255,focused
"Kygo, Ava Max - Whatever (Official Video).mp3","Kygo, Ava Max - Whatever (Official Video)",74.35926055908203,5.6594,6.1758,0.5331,0.2531,0.1103,0.4301,0.7335,0.938,party
"Kygo, Selena Gomez - It Ain't Me (Official Video).mp3","Kygo, Selena Gomez - It Ain't Me (Official Video)",137.8125,5.4396,5.6095,0.4901,0.3226,0.1391,0.3784,0.468,0.8343,romantic_passionate
Kyle Craft - The Rager [OFFICIAL VIDEO].mp3,Kyle Craft - The Rager [OFFICIAL VIDEO],104.40341186523438,5.1362,5.4901,0.8184,0.6419,0.032,0.3139,0.0635,0.7602,romantic_passionate
LILO feat. Yung Honi - Favour (Lyric Video).mp3,LILO feat. Yung Honi - Favour (Lyric Video),110.54478454589844,6.5227,5.5379,0.7886,0.167,0.8354,0.0528,0.7935,0.9352,anxious
LP - Lost On You (Official Music Video).mp3,LP - Lost On You (Official Music Video),120.18531799316406,5.6305,5.1308,0.4781,0.5244,0.0348,0.572,0.2481,0.9289,sad
Lady Antebellum - Need You Now.mp3,Lady Antebellum - Need You Now,74.35926055908203,5.314,4.9248,0.5527,0.8027,0.0674,0.437,0.1794,0.4296,sad
Lady Gaga - Abracadabra (Official Music Video).mp3,Lady Gaga - Abracadabra (Official Music Video),86.85662078857422,5.8947,5.6753,0.24,0.0637,0.3577,0.2224,0.7443,0.9449,triumphant
Lady Gaga - Always Remember Us This Way (from A Star Is Born) (Official Music Video).mp3,Lady Gaga - Always Remember Us This Way (from A Star Is Born) (Official Music Video),89.87771606445312,4.476,4.7793,0.1621,0.7999,0.1461,0.7017,0.1356,0.5137,sad
Lady Gaga - Bad Romance (Official Music Video).mp3,Lady Gaga - Bad Romance (Official Music Video),82.03125,6.9501,5.9213,0.7173,0.0656,0.5124,0.0389,0.909,0.962,triumphant
Lady Gaga - Poker Face (Official Music Video).mp3,Lady Gaga - Poker Face (Official Music Video),82.03125,6.9356,5.8393,0.9214,0.0198,0.6073,0.0301,0.9599,0.9908,triumphant
Lady Gaga - The Dead Dance (Official Music Video).mp3,Lady Gaga - The Dead Dance (Official Music Video),84.7208023071289,5.7598,5.4435,0.5549,0.0779,0.3457,0.3154,0.6748,0.9425,triumphant
"Lady Gaga, Bruno Mars - Die With A Smile (Official Music Video).mp3","Lady Gaga, Bruno Mars - Die With A Smile (Official Music Video)",145.5765838623047,5.2714,5.3442,0.6675,0.685,0.0756,0.4477,0.2527,0.7526,sad
Lana Del Rey - Born To Die.mp3,Lana Del Rey - Born To Die,118.80387878417967,4.6478,4.2699,0.2644,0.6678,0.0097,0.9404,0.0367,0.3588,sad
Lana Del Rey - Mariners Apartment Complex.mp3,Lana Del Rey - Mariners Apartment Complex,104.40341186523438,4.2608,4.1148,0.2135,0.8745,0.0373,0.8288,0.0165,0.2968,sad
Lana Del Rey - Summertime Sadness.mp3,Lana Del Rey - Summertime Sadness,77.13386535644531,5.8471,5.1828,0.7471,0.2698,0.222,0.2842,0.3369,0.8717,romantic_passionate
Lana Del Rey - Venice Bitch (Official Music Video).mp3,Lana Del Rey - Venice Bitch (Official Music Video),108.7993392944336,4.4703,4.22,0.3221,0.6829,0.0137,0.8943,0.0019,0.3601,sad
Lana Del Rey - Young and Beautiful.mp3,Lana Del Rey - Young and Beautiful,82.03125,4.6479,4.5319,0.3079,0.6939,0.0396,0.8911,0.0404,0.646,sad
Late Night Adventure.mp3,Late Night Adventure,135.99917602539062,4.0397,4.0861,0.0098,0.8726,0.0024,0.9996,0.0018,0.769,sad
Laura Marling - A Creature I Don't Know.mp3,Laura Marling - A Creature I Don't Know,95.703125,4.0196,3.5341,0.0095,0.8752,0.0333,0.9877,0.0014,0.0679,melancholic
Laura Marling - All My Rage Video from the album A Creature I Don't Know.mp3,Laura Marling - All My Rage Video from the album A Creature I Don't Know,72.27928161621094,5.3411,5.5327,0.5172,0.4733,0.0144,0.5951,0.1806,0.376,focused
Laura Marling - Master Hunter.mp3,Laura Marling - Master Hunter,90.6661148071289,5.3187,5.303,0.6831,0.3393,0.0907,0.3476,0.1723,0.5682,romantic_passionate
"Leon Thomas, Chris Brown - MUTT (CB Remix) (Lyrics).mp3","Leon Thomas, Chris Brown - MUTT (CB Remix) (Lyrics)",123.78368377685548,5.1283,5.0074,0.2423,0.9019,0.0003,0.7196,0.334,0.9132,sad
Leona Lewis - Bleeding Love (US Version - Official 4K Video).mp3,Leona Lewis - Bleeding Love (US Version - Official 4K Video),143.5546875,5.3843,5.6269,0.4959,0.6639,0.0446,0.4907,0.566,0.8861,sad
Lewis Capaldi - Before You Go (Official Video).mp3,Lewis Capaldi - Before You Go (Official Video),77.13386535644531,5.1418,4.9814,0.4411,0.5811,0.094,0.5848,0.2472,0.7744,sad
Lewis Capaldi - Someone You Loved.mp3,Lewis Capaldi - Someone You Loved,101.3327178955078,4.4833,4.665,0.298,0.975,0.0091,0.8809,0.0588,0.5097,sad
Libianca - People (Official Video).mp3,Libianca - People (Official Video),68.22400665283203,4.9165,5.0998,0.1189,0.6184,0.0464,0.9254,0.0325,0.9017,sad
Lil Nas X - Old Town Road (feat. Billy Ray Cyrus) [Remix].mp3,Lil Nas X - Old Town Road (feat. Billy Ray Cyrus) [Remix],93.96306610107422,5.2806,4.9971,0.4677,0.3135,0.1411,0.2785,0.7138,0.735,triumphant
Lil Peep - Save That Shit (Official Video).mp3,Lil Peep - Save That Shit (Official Video),73.30451965332031,5.0489,4.4755,0.1373,0.3479,0.4768,0.3694,0.5354,0.6464,triumphant
Lil Uzi Vert - What You Saying - [Official Music Video].mp3,Lil Uzi Vert - What You Saying - [Official Music Video],91.46847534179688,4.9866,5.0041,0.4585,0.3399,0.1092,0.4515,0.4459,0.9166,romantic_passionate
Lil Uzi Vert - XO Tour Llif3 (Official Music Video).mp3,Lil Uzi Vert - XO Tour Llif3 (Official Music Video),106.5560531616211,4.6062,4.8937,0.4081,0.2781,0.2488,0.4315,0.5726,0.7625,triumphant
Lil Wayne - Mirror ft. Bruno Mars (Official Music Video) ft. Bruno Mars.mp3,Lil Wayne - Mirror ft. Bruno Mars (Official Music Video) ft. Bruno Mars,101.3327178955078,4.5359,4.7785,0.1399,0.6258,0.0478,0.9267,0.2086,0.8152,sad
Lilly Wood & The Prick and Robin Schulz - Prayer In C (Robin Schulz Remix) (Official).mp3,Lilly Wood & The Prick and Robin Schulz - Prayer In C (Robin Schulz Remix) (Official),84.7208023071289,6.0211,6.2563,0.7235,0.0632,0.2416,0.106,0.6911,0.9846,hopeful
Linkin Park - Castle of Glass.mp3,Linkin Park - Castle of Glass,148.71852111816406,6.6332,5.2338,0.857,0.0629,0.2428,0.0882,0.3574,0.9894,hopeful
Liviu Hodor feat. Mona - Sweet Love (Official Video).mp3,Liviu Hodor feat. Mona - Sweet Love (Official Video),88.34134674072266,6.2979,6.9274,0.5454,0.0394,0.4797,0.1682,0.8773,0.9769,party
Lizzo - Juice (Official Video).mp3,Lizzo - Juice (Official Video),82.6875,7.143,5.7243,0.8347,0.0244,0.6876,0.0228,0.976,0.9871,triumphant
Local Natives - Airplanes.mp3,Local Natives - Airplanes,132.51202392578125,4.8907,4.9484,0.5105,0.6503,0.0224,0.6107,0.0108,0.2492,sad
Local Natives - Who Knows Who Cares (Official Music Video).mp3,Local Natives - Who Knows Who Cares (Official Music Video),107.666015625,4.8136,4.5208,0.4171,0.6126,0.2431,0.5623,0.0907,0.2003,sad
Local Natives - World News.mp3,Local Natives - World News,84.03201293945312,5.3232,5.148,0.6959,0.3498,0.1833,0.2908,0.0311,0.4166,romantic_passionate
Lola Young - Messy (Official Video).mp3,Lola Young - Messy (Official Video),76.5625,5.9017,5.4683,0.6888,0.2972,0.105,0.2704,0.3533,0.9394,romantic_passionate
Loma - Black Willow [OFFICIAL VIDEO].mp3,Loma - Black Willow [OFFICIAL VIDEO],96.59754943847656,4.8978,4.4895,0.5658,0.3921,0.0073,0.7236,0.0122,0.9275,focused
Loma - Dark Oscillations [OFFICIAL VIDEO].mp3,Loma - Dark Oscillations [OFFICIAL VIDEO],96.59754943847656,5.7272,5.05,0.4601,0.0686,0.3386,0.3433,0.3645,0.9326,romantic_passionate
Look for the Silver Lining.mp3,Look for the Silver Lining,73.30451965332031,3.4577,3.5682,0.0017,0.9855,0.0042,0.9999,0.0,0.0444,melancholic
Lost Frequencies & Mathieu Koss - Don't Leave Me Now (Official Music Video).mp3,Lost Frequencies & Mathieu Koss - Don't Leave Me Now (Official Music Video),86.1328125,5.8563,6.0047,0.8111,0.1282,0.1639,0.1464,0.4175,0.9556,romantic_passionate
Lost Frequencies - Are You With Me (Lyrics).mp3,Lost Frequencies - Are You With Me (Lyrics),83.35433197021484,5.1371,5.3303,0.4336,0.3913,0.0258,0.5285,0.1881,0.739,focused
Lost Frequencies - Are You With Me (Official Music Video).mp3,Lost Frequencies - Are You With Me (Official Music Video),83.35433197021484,5.0802,5.2061,0.3595,0.3757,0.0208,0.5889,0.1645,0.7339,focused
Lost Frequencies - The Feeling (Official video).mp3,Lost Frequencies - The Feeling (Official video),91.46847534179688,5.6998,5.623,0.5381,0.2971,0.0373,0.3467,0.3476,0.8218,romantic_passionate
Lost Frequencies feat. Janieck Devy - Reality (Official Music Video).mp3,Lost Frequencies feat. Janieck Devy - Reality (Official Music Video),84.03201293945312,5.4863,5.5858,0.7631,0.2564,0.1253,0.2643,0.4201,0.84,romantic_passionate
Lost in Your Light.mp3,Lost in Your Light,76.5625,5.5133,5.7443,0.321,0.2227,0.0075,0.6089,0.603,0.9558,focused
Low - Plastic Cup [OFFICIAL VIDEO].mp3,Low - Plastic Cup [OFFICIAL VIDEO],126.82131958007812,3.9394,4.0887,0.0748,0.9507,0.0086,0.9411,0.0005,0.291,lonely
Ludovico Einaudi - Experience (Official Visualizer).mp3,Ludovico Einaudi - Experience (Official Visualizer),127.60416412353516,4.3959,4.1937,0.134,0.5946,0.0043,0.9934,0.0048,0.2192,sad
Luis Fonsi - Despacito ft. Daddy Yankee.mp3,Luis Fonsi - Despacito ft. Daddy Yankee,122.31878662109376,5.9493,5.864,0.6585,0.2477,0.129,0.2624,0.7074,0.8227,triumphant
Lukas Graham - 7 Years [Official Music Video].mp3,Lukas Graham - 7 Years [Official Music Video],82.6875,5.0644,5.4034,0.5782,0.6813,0.026,0.5628,0.304,0.8234,sad
Luke Combs - Fast Car (Lyrics).mp3,Luke Combs - Fast Car (Lyrics),135.11029052734375,5.4163,5.1343,0.6302,0.81,0.0725,0.4688,0.0886,0.5671,sad
Lune - Don't Be Sober (Acoustic).mp3,Lune - Don't Be Sober (Acoustic),80.74951171875,4.2578,3.9391,0.1931,0.9302,0.0235,0.7973,0.0429,0.3141,melancholic
Lykke Li - I Never Learn.mp3,Lykke Li - I Never Learn,82.6875,4.9695,4.2435,0.6139,0.1498,0.2127,0.7317,0.1691,0.7452,focused
Lykke Li - Love Me Like I'm Not Made Of Stone.mp3,Lykke Li - Love Me Like I'm Not Made Of Stone,104.40341186523438,4.2668,4.384,0.2471,0.9228,0.0147,0.5671,0.0262,0.0964,sad
Lykke Li – Never Gonna Love Again (Official Video).mp3,Lykke Li – Never Gonna Love Again (Official Video),100.34890747070312,4.2957,4.1135,0.3444,0.5397,0.0452,0.8465,0.0808,0.3963,sad
MAC DEMARCO - NOBODY.mp3,MAC DEMARCO - NOBODY,103.359375,4.0179,4.4507,0.5347,0.876,0.0011,0.9891,0.0274,0.6912,sad
MAGIC! - Rude (Official Video).mp3,MAGIC! - Rude (Official Video),99.38401794433594,6.0345,6.0134,0.9334,0.1897,0.1902,0.0834,0.7028,0.9451,hopeful
MAI LAN - EASY [OFFICIAL VIDEO].mp3,MAI LAN - EASY [OFFICIAL VIDEO],72.27928161621094,5.6789,5.8517,0.6384,0.4789,0.0762,0.4356,0.4469,0.7224,romantic_passionate
MBNel - Kept My Word (Official Video).mp3,MBNel - Kept My Word (Official Video),117.4538345336914,4.8606,4.8807,0.2046,0.1867,0.4241,0.2336,0.7685,0.8929,triumphant
MIRA - Bad Booty ｜ Official Video.mp3,MIRA - Bad Booty ｜ Official Video,82.6875,5.8829,6.0565,0.6786,0.2956,0.0809,0.2359,0.3374,0.9738,romantic_passionate
MIRA - Bella (Official Video).mp3,MIRA - Bella (Official Video),132.51202392578125,6.0182,6.0231,0.3905,0.0923,0.0701,0.2086,0.7538,0.971,party
MIRA - Come With Me (Official Music Video).mp3,MIRA - Come With Me (Official Music Video),79.50720977783203,5.9822,6.1939,0.3619,0.1638,0.1458,0.1352,0.821,0.9612,party
MIRA - Duro ｜ Lyric Video.mp3,MIRA - Duro ｜ Lyric Video,117.4538345336914,5.9705,6.3769,0.7824,0.0947,0.0042,0.1287,0.7807,0.9993,romantic_passionate
MIRA - Ladida ｜ Lyric Video.mp3,MIRA - Ladida ｜ Lyric Video,140.625,6.1574,5.8689,0.6123,0.1341,0.1545,0.126,0.7295,0.9931,triumphant
MIRA - Love Again (Lyric Video).mp3,MIRA - Love Again (Lyric Video),103.359375,5.4413,5.2599,0.3596,0.3762,0.0109,0.3342,0.3148,0.9744,sad
"MIRA - Ring, Ring ｜ Official Video.mp3","MIRA - Ring, Ring ｜ Official Video",140.625,6.3368,6.3549,0.8731,0.0869,0.0573,0.0622,0.8709,0.9998,hopeful
"MOLIY, Shenseea, Skillibeng, Silent Addy - Shake It To The Max (Fly) (Remix) (OFFICIAL MUSIC VIDEO).mp3","MOLIY, Shenseea, Skillibeng, Silent Addy - Shake It To The Max (Fly) (Remix) (OFFICIAL MUSIC VIDEO)",135.11029052734375,5.6247,5.0873,0.3211,0.107,0.1154,0.2062,0.8204,0.9962,triumphant
MOP! - silhouette (Official Lyric Video).mp3,MOP! - silhouette (Official Lyric Video),126.82131958007812,5.906,5.236,0.7824,0.2412,0.4596,0.1346,0.1484,0.7951,romantic_passionate
